auc,aupr,acc,f-fold,frs,train_epoch,divide_rs,model_name
0.9595262173702823,0.8874466136464803,0.9229786296541088,1,0,200,0,attLSTM
0.9604683317382177,0.8943434111895511,0.9223720151555204,2,0,200,0,attLSTM
0.9597565603197814,0.8880666541509542,0.9195625330746163,3,0,200,0,attLSTM
0.9585862461947777,0.8836583536196824,0.9203118805338972,4,0,200,0,attLSTM
0.9608640836602308,0.8938923351626005,0.9225544676722237,5,0,200,0,attLSTM
0.9580939149726563,0.8863134119423516,0.9199312563345525,1,0,200,1,attLSTM
0.9594774496362174,0.8895561186025586,0.9189641504448164,2,0,200,1,attLSTM
0.9602828888080595,0.8889543804600198,0.9189475076028031,3,0,200,1,attLSTM
0.9594227692195322,0.8892992211710266,0.9216187621230824,4,0,200,1,attLSTM
0.957272802544151,0.8873519924186787,0.9195483415666902,5,0,200,1,attLSTM
0.9572397958652614,0.8847562383406258,0.919876597620097,1,0,200,2,attLSTM
0.9620664282554072,0.8984900682612466,0.9251046947322019,2,0,200,2,attLSTM
0.9588322403124645,0.8866219596176043,0.9201817860924815,3,0,200,2,attLSTM
0.9619038683003283,0.8917724085468207,0.9227110582639715,4,0,200,2,attLSTM
0.9618321390587361,0.8965886022359524,0.9247951361353424,5,0,200,2,attLSTM
0.9617139874593951,0.8956759414647834,0.9235143713630753,1,0,200,3,attLSTM
0.9607351857853422,0.8944234953886263,0.9187902301384357,2,0,200,3,attLSTM
0.9600752723203528,0.8908730081641186,0.925754571491518,3,0,200,3,attLSTM
0.9591441054523041,0.8867985713233849,0.9194799471132657,4,0,200,3,attLSTM
0.9588912005928908,0.8877986453198422,0.9231040408936676,5,0,200,3,attLSTM
0.961345919615051,0.8928746921987746,0.9233583076245042,1,0,200,4,attLSTM
0.9584914603784788,0.888980262333703,0.9193769030492918,2,0,200,4,attLSTM
0.9591208882959631,0.8940466690363199,0.9205125946802889,3,0,200,4,attLSTM
0.9581768798812217,0.8870037180653767,0.920978404583517,4,0,200,4,attLSTM
0.9617514343345366,0.8904754078048794,0.9219211280017625,5,0,200,4,attLSTM
